ProviderID,PotentialFraud,Total_Claims,Unique_Patients,Total_Paid,Avg_Paid_Per_Claim,Max_Claim_Amount,Inpatient_Claims,Outpatient_Claims,Fraud_Reimbursed_Amt,Legit_Reimbursed_Amt,Fraud_Rate_Pct
PRV56336,No,21,21,237000,11285.71,39000,21,0,0,237000,0
PRV57074,No,7,7,59000,8428.57,21000,7,0,0,59000,0
PRV54730,No,3,3,30,10,10,0,3,0,30,0
PRV55810,No,1,1,12000,12000,12000,1,0,0,12000,0
PRV56903,No,2,2,57000,28500,49000,2,0,0,57000,0
PRV51024,No,10,10,61100,6110,13000,9,1,0,61100,0
PRV54107,No,5,3,450,90,200,0,5,0,450,0
PRV55547,No,9,8,135000,15000,57000,9,0,0,135000,0
PRV55700,No,3,3,70000,23333.33,57000,3,0,0,70000,0
PRV53616,No,3,3,26100,8700,23000,2,1,0,26100,0
PRV51661,No,1,1,100,100,100,0,1,0,100,0
PRV55518,No,16,15,126530,7908.13,36000,11,5,0,126530,0
PRV55200,No,1,1,400,400,400,0,1,0,400,0
PRV52367,No,13,8,61830,4756.15,29000,4,9,0,61830,0
PRV55235,No,3,3,330,110,300,0,3,0,330,0
PRV57448,No,11,4,770,70,200,0,11,0,770,0
PRV55267,No,1,1,80,80,80,0,1,0,80,0
PRV52503,No,6,5,44200,7366.67,18000,5,1,0,44200,0
PRV52294,No,7,7,54000,7714.29,15000,7,0,0,54000,0
PRV57020,No,6,6,53000,8833.33,16000,6,0,0,53000,0
PRV56271,No,2,2,6070,3035,6000,1,1,0,6070,0
PRV51507,Yes,32,20,58630,1832.19,15000,6,26,58630,0,100
PRV52855,No,4,4,25010,6252.5,11000,3,1,0,25010,0
PRV51776,No,1,1,100,100,100,0,1,0,100,0
PRV53712,Yes,163,144,1859540,11408.22,57000,161,2,1859540,0,100
PRV56055,No,1,1,100,100,100,0,1,0,100,0
PRV56008,Yes,40,16,8770,219.25,1400,0,40,8770,0,100
PRV55166,No,4,4,720,180,500,0,4,0,720,0
PRV54359,Yes,56,38,487430,8704.11,90000,44,12,487430,0,100
PRV51111,No,4,2,390,97.5,300,0,4,0,390,0
PRV52584,No,3,3,45000,15000,18000,3,0,0,45000,0
PRV56507,No,7,6,163000,23285.71,99000,7,0,0,163000,0
PRV56036,No,2,2,630,315,600,0,2,0,630,0
PRV57475,No,1,1,70,70,70,0,1,0,70,0
PRV55257,No,7,3,730,104.29,300,0,7,0,730,0
PRV57088,No,6,6,50000,8333.33,18000,6,0,0,50000,0
PRV53452,No,2,1,1400,700,800,0,2,0,1400,0
PRV56452,No,4,4,27000,6750,14000,4,0,0,27000,0
PRV53496,No,1,1,30,30,30,0,1,0,30,0
PRV52768,No,1,1,100,100,100,0,1,0,100,0
PRV53436,No,4,4,14030,3507.5,5000,3,1,0,14030,0
PRV52725,No,1,1,90,90,90,0,1,0,90,0
PRV52403,No,11,5,17040,1549.09,10000,2,9,0,17040,0
PRV54565,No,42,37,388180,9242.38,57000,39,3,0,388180,0
PRV53262,No,3,3,1110,370,1000,0,3,0,1110,0
PRV53677,Yes,66,54,653350,9899.24,57000,63,3,653350,0,100
PRV51959,No,9,5,1460,162.22,500,0,9,0,1460,0
PRV57548,Yes,107,87,1038500,9705.61,52000,107,0,1038500,0,100
PRV52028,No,4,4,66000,16500,46000,4,0,0,66000,0
PRV52079,No,8,8,41400,5175,15000,7,1,0,41400,0
PRV51023,No,10,10,56000,5600,13000,9,1,0,56000,0
PRV56917,No,2,2,13000,6500,7000,2,0,0,13000,0
PRV53106,Yes,4,2,18000,4500,8000,4,0,18000,0,100
PRV54673,No,1,1,6000,6000,6000,1,0,0,6000,0
PRV55552,No,26,13,113040,4347.69,57000,4,22,0,113040,0
PRV54685,No,2,2,440,220,400,0,2,0,440,0
PRV57239,No,1,1,50,50,50,0,1,0,50,0
PRV56877,Yes,15,11,163000,10866.67,46000,15,0,163000,0,100
PRV57169,No,17,14,158000,9294.12,30000,17,0,0,158000,0
PRV52131,No,32,29,329910,10309.69,57000,31,1,0,329910,0
PRV51173,Yes,7,7,90000,12857.14,29000,7,0,90000,0,100
PRV57122,No,1,1,8000,8000,8000,1,0,0,8000,0
PRV55413,No,1,1,60,60,60,0,1,0,60,0
PRV51334,No,2,2,15000,7500,10000,2,0,0,15000,0
PRV51271,No,4,3,17080,4270,13000,2,2,0,17080,0
PRV53515,No,1,1,14000,14000,14000,1,0,0,14000,0
PRV52487,No,6,3,910,151.67,300,0,6,0,910,0
PRV55665,No,1,1,9000,9000,9000,1,0,0,9000,0
PRV55206,No,3,3,330,110,200,0,3,0,330,0
PRV57398,No,3,3,50600,16866.67,47000,3,0,0,50600,0
PRV57612,No,3,3,31000,10333.33,13000,3,0,0,31000,0
PRV56476,No,1,1,6000,6000,6000,1,0,0,6000,0
PRV56416,Yes,259,202,2361810,9118.96,57000,214,45,2361810,0,100
PRV55061,No,2,2,140,70,100,0,2,0,140,0
PRV52896,No,22,18,267870,12175.91,57000,17,5,0,267870,0
PRV57673,No,7,3,1340,191.43,400,0,7,0,1340,0
PRV52639,No,1,1,100,100,100,0,1,0,100,0
PRV51526,No,8,8,35410,4426.25,13000,7,1,0,35410,0
PRV57570,No,1,1,300,300,300,0,1,0,300,0
PRV55710,No,7,7,36090,5155.71,9000,6,1,0,36090,0
PRV54082,No,5,5,35000,7000,10000,5,0,0,35000,0
PRV56088,No,1,1,500,500,500,0,1,0,500,0
PRV51764,No,1,1,60,60,60,0,1,0,60,0
PRV54213,No,23,21,162160,7050.43,18000,21,2,0,162160,0
PRV52389,No,1,1,100,100,100,0,1,0,100,0
PRV51123,No,2,2,9000,4500,5000,2,0,0,9000,0
PRV56348,No,1,1,100,100,100,0,1,0,100,0
PRV57650,No,1,1,3000,3000,3000,1,0,0,3000,0
PRV54380,No,2,2,16000,8000,12000,2,0,0,16000,0
PRV54699,No,1,1,40,40,40,0,1,0,40,0
PRV55281,No,7,3,950,135.71,400,0,7,0,950,0
PRV54666,No,2,2,11100,5550,10000,1,1,0,11100,0
PRV51078,No,9,9,76000,8444.44,16000,9,0,0,76000,0
PRV52723,No,22,18,171560,7798.18,42000,18,4,0,171560,0
PRV56743,No,4,3,630,157.5,400,0,4,0,630,0
PRV55849,Yes,130,121,1276100,9816.15,72000,128,2,1276100,0,100
PRV51981,No,5,5,18000,3600,6000,5,0,0,18000,0
PRV52405,No,22,22,169000,7681.82,29000,22,0,0,169000,0
PRV51247,No,10,7,74000,7400,18000,10,0,0,74000,0
PRV51013,No,1,1,30,30,30,0,1,0,30,0
PRV53765,No,2,2,70,35,50,0,2,0,70,0
PRV52517,No,2,1,580,290,500,0,2,0,580,0
PRV51160,No,90,87,866000,9622.22,57000,90,0,0,866000,0
PRV54339,No,11,10,112000,10181.82,21000,11,0,0,112000,0
PRV56237,No,3,3,120,40,90,0,3,0,120,0
PRV54005,No,1,1,300,300,300,0,1,0,300,0
PRV57485,No,1,1,200,200,200,0,1,0,200,0
PRV55514,Yes,15,11,57290,3819.33,18000,7,8,57290,0,100
PRV53699,No,5,5,18080,3616,10000,2,3,0,18080,0
PRV56171,No,1,1,200,200,200,0,1,0,200,0
PRV53767,No,1,1,2400,2400,2400,0,1,0,2400,0
PRV55132,No,10,10,108000,10800,17000,10,0,0,108000,0
PRV52999,No,8,6,57000,7125,19000,8,0,0,57000,0
PRV54542,No,7,4,33960,4851.43,10000,5,2,0,33960,0
PRV52610,No,1,1,3000,3000,3000,1,0,0,3000,0
PRV57401,No,8,8,65000,8125,17000,8,0,0,65000,0
PRV51806,No,1,1,13000,13000,13000,1,0,0,13000,0
PRV55989,No,1,1,70,70,70,0,1,0,70,0
PRV52964,No,10,1,4140,414,3300,0,10,0,4140,0
PRV52399,No,15,6,2440,162.67,1000,0,15,0,2440,0
PRV52254,No,2,1,20,10,10,0,2,0,20,0
PRV51140,No,57,53,310250,5442.98,16000,47,10,0,310250,0
PRV51361,No,1,1,40,40,40,0,1,0,40,0
PRV57410,No,6,2,1390,231.67,1000,0,6,0,1390,0
PRV56732,Yes,14,12,171120,12222.86,57000,13,1,171120,0,100
PRV51290,No,1,1,400,400,400,0,1,0,400,0
PRV56659,No,4,4,9040,2260,5000,2,2,0,9040,0
PRV51640,No,3,3,16000,5333.33,7000,3,0,0,16000,0
PRV56800,No,7,6,92000,13142.86,20000,7,0,0,92000,0
PRV51711,No,1,1,4000,4000,4000,1,0,0,4000,0
PRV55027,Yes,20,19,155670,7783.5,57000,13,7,155670,0,100
PRV53939,No,9,8,112600,12511.11,44000,6,3,0,112600,0
PRV56481,Yes,79,49,659200,8344.3,40000,78,1,659200,0,100
PRV57633,No,4,3,31000,7750,14000,4,0,0,31000,0
PRV53129,No,3,3,75000,25000,57000,3,0,0,75000,0
PRV55455,No,1,1,300,300,300,0,1,0,300,0
PRV52157,No,46,43,444190,9656.3,57000,43,3,0,444190,0
PRV54144,Yes,8,3,890,111.25,600,0,8,890,0,100
PRV52462,No,2,2,16000,8000,11000,2,0,0,16000,0
PRV52291,No,17,16,128000,7529.41,23000,17,0,0,128000,0
PRV52814,No,2,2,6000,3000,3000,2,0,0,6000,0
PRV54919,No,6,6,28050,4675,9000,4,2,0,28050,0
PRV55238,No,2,2,110,55,90,0,2,0,110,0
PRV54267,No,5,2,3520,704,1700,0,5,0,3520,0
PRV51499,No,11,10,15400,1400,14000,2,9,0,15400,0
PRV54808,Yes,1,1,3300,3300,3300,0,1,3300,0,100
PRV52048,No,3,3,90,30,80,0,3,0,90,0
PRV52065,Yes,118,115,1194160,10120,69000,116,2,1194160,0,100
PRV52508,No,2,2,23000,11500,14000,2,0,0,23000,0
PRV53208,Yes,4,4,55000,13750,20000,4,0,55000,0,100
PRV54541,No,2,2,5000,2500,3000,2,0,0,5000,0
PRV54332,No,31,17,12850,414.52,3300,0,31,0,12850,0
PRV52038,No,25,24,173170,6926.8,18000,22,3,0,173170,0
PRV51468,No,21,21,105310,5014.76,14000,15,6,0,105310,0
PRV52644,No,10,10,64200,6420,13000,9,1,0,64200,0
PRV54356,No,15,12,183700,12246.67,51000,15,0,0,183700,0
PRV54735,No,5,5,39000,7800,20000,5,0,0,39000,0
PRV52058,No,1,1,70,70,70,0,1,0,70,0
PRV52472,No,19,18,187600,9873.68,47000,18,1,0,187600,0
PRV56802,No,13,11,185000,14230.77,53000,13,0,0,185000,0
PRV57194,No,2,2,22000,11000,13000,2,0,0,22000,0
PRV56908,No,1,1,5000,5000,5000,1,0,0,5000,0
PRV52824,No,1,1,10,10,10,0,1,0,10,0
PRV55002,No,1,1,0,0,0,0,1,0,0,0
PRV51248,No,1,1,23000,23000,23000,1,0,0,23000,0
PRV52747,No,1,1,300,300,300,0,1,0,300,0
PRV57529,No,9,8,1490,165.56,1000,0,9,0,1490,0
PRV56669,Yes,30,25,280000,9333.33,41000,29,1,280000,0,100
PRV57495,Yes,38,35,387030,10185,57000,37,1,387030,0,100
PRV56696,No,8,8,65090,8136.25,17000,7,1,0,65090,0
PRV55388,No,12,7,1910,159.17,1500,0,12,0,1910,0
PRV52774,No,1,1,100,100,100,0,1,0,100,0
PRV52835,No,13,13,128500,9884.62,26000,11,2,0,128500,0
PRV52168,No,4,3,2580,645,2400,0,4,0,2580,0
PRV57046,No,1,1,200,200,200,0,1,0,200,0
PRV57204,Yes,23,17,185310,8056.96,43000,21,2,185310,0,100
PRV53277,Yes,15,14,121000,8066.67,31000,15,0,121000,0,100
PRV51449,No,9,9,69000,7666.67,13000,9,0,0,69000,0
PRV57297,Yes,8,8,53000,6625,12000,8,0,53000,0,100
PRV54287,No,3,1,120,40,50,0,3,0,120,0
PRV53329,No,1,1,0,0,0,1,0,0,0,0
PRV57672,Yes,6,6,2250,375,2000,0,6,2250,0,100
PRV52919,No,3,2,730,243.33,600,0,3,0,730,0
PRV57096,Yes,11,11,160000,14545.45,57000,11,0,160000,0,100
PRV53220,No,5,5,110000,22000,42000,5,0,0,110000,0
PRV51585,No,4,4,77000,19250,45000,4,0,0,77000,0
PRV53379,Yes,11,10,153000,13909.09,55000,11,0,153000,0,100
PRV56662,No,3,2,14000,4666.67,7000,3,0,0,14000,0
PRV56341,No,1,1,18000,18000,18000,1,0,0,18000,0
PRV54870,No,1,1,60,60,60,0,1,0,60,0
PRV55300,No,2,1,100,50,70,0,2,0,100,0
PRV51255,No,2,2,11000,5500,7000,2,0,0,11000,0
PRV57422,No,1,1,70,70,70,0,1,0,70,0
PRV55187,No,5,3,1950,390,1600,0,5,0,1950,0
PRV57014,No,5,2,490,98,300,0,5,0,490,0
PRV55579,No,4,2,1410,352.5,1000,0,4,0,1410,0
PRV52989,Yes,72,57,860180,11946.94,57000,70,2,860180,0,100
PRV52929,No,1,1,200,200,200,0,1,0,200,0
PRV55203,No,6,6,44070,7345,15000,5,1,0,44070,0
PRV51416,No,2,2,500,250,400,0,2,0,500,0
PRV53120,No,10,10,101000,10100,44000,10,0,0,101000,0
PRV56473,No,7,7,63000,9000,16000,7,0,0,63000,0
PRV52240,No,2,2,3280,1640,3200,0,2,0,3280,0
PRV57108,No,5,5,60000,12000,32000,5,0,0,60000,0
PRV53605,No,2,2,90,45,60,0,2,0,90,0
PRV54728,No,2,2,10000,5000,6000,2,0,0,10000,0
PRV53613,No,19,18,138730,7301.58,21000,15,4,0,138730,0
PRV52063,No,95,79,920390,9688.32,50000,88,7,0,920390,0
PRV51021,Yes,32,26,269330,8416.56,57000,29,3,269330,0,100
PRV55703,No,4,4,21030,5257.5,11000,3,1,0,21030,0
PRV55496,Yes,44,37,269230,6118.86,33000,41,3,269230,0,100
PRV51316,No,3,3,21000,7000,12000,3,0,0,21000,0
PRV55340,No,6,6,440,73.33,200,0,6,0,440,0
PRV51151,No,27,27,145400,5385.19,16000,22,5,0,145400,0
PRV52868,Yes,44,35,413150,9389.77,37000,42,2,413150,0,100
PRV51456,No,112,103,1036690,9256.16,57000,112,0,0,1036690,0
PRV55219,No,5,5,830,166,700,0,5,0,830,0
PRV52179,No,2,2,24000,12000,19000,2,0,0,24000,0
PRV55740,No,1,1,20,20,20,0,1,0,20,0
PRV56011,Yes,72,27,13810,191.81,2700,0,72,13810,0,100
PRV53335,No,8,6,1700,212.5,900,0,8,0,1700,0
PRV51736,No,1,1,100,100,100,0,1,0,100,0
PRV52563,No,6,4,2950,491.67,2600,0,6,0,2950,0
PRV56227,No,2,2,4100,2050,4000,1,1,0,4100,0
PRV53033,No,2,1,75000,37500,73000,2,0,0,75000,0
PRV51819,No,2,2,7000,3500,5000,2,0,0,7000,0
PRV51167,No,2,2,3400,1700,3300,0,2,0,3400,0
PRV57087,No,4,4,31000,7750,11000,4,0,0,31000,0
PRV51827,No,18,17,130000,7222.22,22000,18,0,0,130000,0
PRV54164,No,1,1,4000,4000,4000,1,0,0,4000,0
PRV56504,No,9,1,980,108.89,600,0,9,0,980,0
PRV51153,No,5,5,51100,10220,34000,4,1,0,51100,0
PRV55031,No,4,4,41000,10250,19000,4,0,0,41000,0
PRV52177,No,6,6,27000,4500,14000,5,1,0,27000,0
PRV57075,No,2,2,16000,8000,11000,2,0,0,16000,0
PRV55356,No,1,1,10,10,10,0,1,0,10,0
PRV55931,No,4,1,3470,867.5,3300,0,4,0,3470,0
PRV53251,No,12,6,30760,2563.33,12000,4,8,0,30760,0
PRV56025,No,2,2,20,10,20,0,2,0,20,0
PRV54521,No,2,1,500,250,300,0,2,0,500,0
PRV55194,Yes,176,146,1616240,9183.18,57000,169,7,1616240,0,100
PRV56017,No,11,10,210000,19090.91,57000,11,0,0,210000,0
PRV52903,Yes,167,158,1549580,9278.92,57000,167,0,1549580,0,100
PRV55664,No,20,17,205000,10250,40000,20,0,0,205000,0
PRV51362,No,8,8,141170,17646.25,57000,6,2,0,141170,0
PRV51234,No,5,5,29000,5800,13000,5,0,0,29000,0
PRV52278,No,16,16,235000,14687.5,57000,16,0,0,235000,0
PRV52191,No,1,1,30,30,30,0,1,0,30,0
PRV54694,No,8,7,1860,232.5,1000,0,8,0,1860,0
PRV55458,No,1,1,60,60,60,0,1,0,60,0
PRV52085,No,19,18,6510,342.63,4000,0,19,0,6510,0
PRV52660,No,11,7,1960,178.18,800,0,11,0,1960,0
PRV55296,No,1,1,60,60,60,0,1,0,60,0
PRV54343,No,1,1,60,60,60,0,1,0,60,0
PRV53686,No,5,4,870,174,400,0,5,0,870,0
PRV56724,No,7,7,81300,11614.29,23000,6,1,0,81300,0
PRV55103,No,1,1,0,0,0,0,1,0,0,0
PRV55557,No,5,5,41060,8212,22000,4,1,0,41060,0
PRV56554,No,1,1,20,20,20,0,1,0,20,0
PRV51056,No,2,2,8000,4000,5000,2,0,0,8000,0
PRV55715,Yes,99,58,497810,5028.38,34000,57,42,497810,0,100
PRV54099,No,19,15,144710,7616.32,41000,14,5,0,144710,0
PRV52406,No,1,1,2800,2800,2800,0,1,0,2800,0
PRV53859,No,3,3,200,66.67,100,0,3,0,200,0
PRV57533,No,22,17,279000,12681.82,35000,22,0,0,279000,0
PRV53109,No,3,2,15800,5266.67,10000,3,0,0,15800,0
PRV56562,No,3,3,38030,12676.67,30000,2,1,0,38030,0
PRV55561,No,2,2,600,300,400,0,2,0,600,0
PRV51377,No,4,4,102040,25510,57000,3,1,0,102040,0
PRV52561,No,4,4,210,52.5,90,0,4,0,210,0
PRV51943,No,5,5,9500,1900,9000,1,4,0,9500,0
PRV55999,No,2,2,1600,800,1400,0,2,0,1600,0
PRV55576,No,3,3,11000,3666.67,8000,3,0,0,11000,0
PRV51379,No,2,2,13000,6500,10000,2,0,0,13000,0
PRV57438,No,4,3,22000,5500,9000,4,0,0,22000,0
PRV51419,No,2,2,17000,8500,11000,2,0,0,17000,0
PRV57723,No,1,1,70,70,70,0,1,0,70,0
PRV56257,Yes,17,14,148000,8705.88,34000,17,0,148000,0,100
PRV57317,Yes,87,82,831190,9553.91,57000,84,3,831190,0,100
PRV56711,Yes,8,7,93000,11625,28000,8,0,93000,0,100
PRV54220,No,8,7,165000,20625,77000,8,0,0,165000,0
PRV51194,No,2,2,18000,9000,14000,2,0,0,18000,0
PRV52628,Yes,43,23,9610,223.49,1800,0,43,9610,0,100
PRV54684,No,7,7,2440,348.57,900,0,7,0,2440,0
PRV51337,Yes,44,41,352090,8002.05,49000,40,4,352090,0,100
PRV54854,No,5,3,430,86,300,0,5,0,430,0
PRV52344,No,23,18,249000,10826.09,22000,23,0,0,249000,0
PRV56400,Yes,3,3,49000,16333.33,28000,3,0,49000,0,100
PRV57236,No,4,2,260,65,90,0,4,0,260,0
PRV57121,No,3,2,25000,8333.33,12000,3,0,0,25000,0
PRV55412,No,1,1,500,500,500,0,1,0,500,0
PRV51521,No,4,1,210,52.5,80,0,4,0,210,0
PRV52027,No,46,46,375000,8152.17,51000,46,0,0,375000,0
PRV56550,Yes,56,44,540500,9651.79,55000,55,1,540500,0,100
PRV55970,No,16,16,213000,13312.5,50000,16,0,0,213000,0
PRV54298,No,3,3,38000,12666.67,21000,3,0,0,38000,0
PRV52979,No,6,6,68000,11333.33,21000,6,0,0,68000,0
PRV57545,No,1,1,28000,28000,28000,1,0,0,28000,0
PRV54081,No,11,10,135000,12272.73,29000,11,0,0,135000,0
PRV52708,No,6,5,32010,5335,14000,5,1,0,32010,0
PRV52151,Yes,51,49,456000,8941.18,64000,47,4,456000,0,100
PRV52113,No,1,1,20,20,20,0,1,0,20,0
PRV53624,No,4,4,2420,605,1100,0,4,0,2420,0
PRV56142,No,6,6,114000,19000,57000,5,1,0,114000,0
PRV51145,Yes,161,125,1600600,9941.61,46000,161,0,1600600,0,100
PRV51911,No,2,2,3900,1950,2000,0,2,0,3900,0
PRV52182,No,5,5,29000,5800,11000,5,0,0,29000,0
PRV56463,No,1,1,50,50,50,0,1,0,50,0
PRV53973,No,3,3,1180,393.33,1000,0,3,0,1180,0
PRV52459,No,50,49,505900,10118,45000,50,0,0,505900,0
PRV53961,Yes,98,93,794100,8103.06,57000,97,1,794100,0,100
PRV55456,No,5,5,68000,13600,39000,5,0,0,68000,0
PRV51398,No,2,2,4300,2150,4000,1,1,0,4300,0
PRV51978,No,4,4,31000,7750,12000,4,0,0,31000,0
PRV52666,No,1,1,100,100,100,0,1,0,100,0
PRV57173,Yes,107,100,1015780,9493.27,120000,96,11,1015780,0,100
PRV51369,Yes,25,16,9940,397.6,3200,0,25,9940,0,100
PRV56461,No,11,11,100100,9100,28000,10,1,0,100100,0
PRV56528,No,3,1,40,13.33,30,0,3,0,40,0
PRV52386,No,1,1,700,700,700,0,1,0,700,0
PRV55521,No,2,2,220,110,200,0,2,0,220,0
PRV56324,No,1,1,100,100,100,0,1,0,100,0
PRV55972,No,20,20,127410,6370.5,20000,19,1,0,127410,0
PRV57330,No,12,10,60000,5000,12000,12,0,0,60000,0
PRV55118,No,2,2,10000,5000,10000,2,0,0,10000,0
PRV51752,No,3,2,180,60,90,0,3,0,180,0
PRV54501,No,3,3,40000,13333.33,24000,3,0,0,40000,0
PRV54390,No,39,34,337400,8651.28,32000,38,1,0,337400,0
PRV54640,No,7,7,72000,10285.71,29000,7,0,0,72000,0
PRV56289,No,5,5,28000,5600,10000,5,0,0,28000,0
PRV56314,No,1,1,2200,2200,2200,0,1,0,2200,0
PRV56248,No,23,9,8090,351.74,2300,0,23,0,8090,0
PRV56433,No,3,3,760,253.33,600,0,3,0,760,0
PRV53124,No,20,16,169000,8450,30000,20,0,0,169000,0
PRV56094,No,2,2,180,90,100,0,2,0,180,0
PRV57634,No,8,8,58000,7250,21000,8,0,0,58000,0
PRV56803,No,24,17,102600,4275,28000,8,16,0,102600,0
PRV56393,No,1,1,500,500,500,0,1,0,500,0
PRV52499,No,10,10,115080,11508,47000,8,2,0,115080,0
PRV54577,No,45,42,490000,10888.89,57000,45,0,0,490000,0
PRV56895,No,13,13,145000,11153.85,36000,13,0,0,145000,0
PRV51200,No,1,1,10,10,10,0,1,0,10,0
PRV55720,No,5,5,25250,5050,18000,4,1,0,25250,0
PRV56238,No,5,4,67040,13408,42000,4,1,0,67040,0
PRV57463,No,1,1,50,50,50,0,1,0,50,0
PRV55185,No,23,9,49880,2168.7,28000,5,18,0,49880,0
PRV53670,Yes,19,11,4660,245.26,1700,0,19,4660,0,100
PRV51282,No,9,9,68000,7555.56,24000,8,1,0,68000,0
PRV56914,No,6,6,70000,11666.67,33000,6,0,0,70000,0
PRV51354,No,1,1,10000,10000,10000,1,0,0,10000,0
PRV56731,Yes,5,5,104000,20800,57000,4,1,104000,0,100
PRV53654,No,1,1,30,30,30,0,1,0,30,0
PRV51697,No,1,1,60,60,60,0,1,0,60,0
PRV56668,Yes,52,45,619000,11903.85,57000,52,0,619000,0,100
PRV51898,No,1,1,6000,6000,6000,1,0,0,6000,0
PRV53963,No,7,7,59120,8445.71,47000,4,3,0,59120,0
PRV53266,Yes,92,85,911750,9910.33,59000,88,4,911750,0,100
PRV53700,No,20,12,3560,178,1200,0,20,0,3560,0
PRV56449,No,19,18,173420,9127.37,57000,13,6,0,173420,0
PRV51586,Yes,6,6,72000,12000,33000,6,0,72000,0,100
PRV56686,No,15,13,142000,9466.67,55000,15,0,0,142000,0
PRV52323,No,1,1,10,10,10,0,1,0,10,0
PRV51737,No,4,3,390,97.5,200,0,4,0,390,0
PRV52842,No,35,32,286600,8188.57,68000,24,11,0,286600,0
PRV56945,No,4,2,200,50,100,0,4,0,200,0
PRV56675,No,6,4,990,165,700,0,6,0,990,0
PRV55417,No,7,3,490,70,200,0,7,0,490,0
PRV54480,No,6,6,40000,6666.67,11000,6,0,0,40000,0
PRV55124,No,9,8,152000,16888.89,46000,9,0,0,152000,0
PRV52808,No,4,4,31000,7750,11000,4,0,0,31000,0
PRV56642,No,4,4,590,147.5,300,0,4,0,590,0
PRV52838,No,2,2,290,145,230,0,2,0,290,0
PRV55313,No,4,3,960,240,600,0,4,0,960,0
PRV53828,No,1,1,60,60,60,0,1,0,60,0
PRV51483,No,7,7,42030,6004.29,17000,6,1,0,42030,0
PRV51424,No,3,3,7700,2566.67,6000,1,2,0,7700,0
PRV51401,Yes,9,9,78100,8677.78,27000,8,1,78100,0,100
PRV55188,No,7,6,35180,5025.71,17000,4,3,0,35180,0
PRV57346,No,10,7,5720,572,2500,0,10,0,5720,0
PRV51146,Yes,162,157,1618200,9988.89,57000,162,0,1618200,0,100
PRV55430,Yes,7,6,79000,11285.71,31000,7,0,79000,0,100
PRV56124,No,6,6,84000,14000,57000,6,0,0,84000,0
PRV54353,No,1,1,40,40,40,0,1,0,40,0
PRV54999,No,3,3,40000,13333.33,16000,3,0,0,40000,0
PRV51003,Yes,64,55,575600,8993.75,57000,62,2,575600,0,100
PRV57489,No,17,17,182000,10705.88,39000,17,0,0,182000,0
PRV53258,No,4,4,27060,6765,13000,3,1,0,27060,0
PRV53179,No,3,3,17300,5766.67,8000,2,1,0,17300,0
PRV54767,No,9,9,47060,5228.89,10000,8,1,0,47060,0
PRV51058,No,6,6,91050,15175,57000,5,1,0,91050,0
PRV51876,Yes,18,17,232000,12888.89,39000,18,0,232000,0,100
PRV52411,No,1,1,2600,2600,2600,0,1,0,2600,0
PRV56309,No,1,1,80,80,80,0,1,0,80,0
PRV51840,Yes,42,38,362910,8640.71,57000,39,3,362910,0,100
PRV57185,Yes,12,12,116170,9680.83,45000,7,5,116170,0,100
PRV52303,No,36,33,262850,7301.39,57000,23,13,0,262850,0
PRV55491,No,10,5,5560,556,3300,0,10,0,5560,0
PRV54983,No,1,1,400,400,400,0,1,0,400,0
PRV55247,No,11,8,19630,1784.55,13000,3,8,0,19630,0
PRV56758,No,4,4,2260,565,1500,0,4,0,2260,0
PRV57757,No,11,11,109000,9909.09,38000,11,0,0,109000,0
PRV56269,No,8,8,81000,10125,22000,8,0,0,81000,0
PRV54845,Yes,8,8,96000,12000,37000,8,0,96000,0,100
PRV57429,No,3,3,910,303.33,800,0,3,0,910,0
PRV56535,No,1,1,300,300,300,0,1,0,300,0
PRV51040,No,12,11,63460,5288.33,21000,9,3,0,63460,0
PRV53008,Yes,40,36,351010,8775.25,25000,39,1,351010,0,100
PRV55216,No,6,6,37080,6180,18000,5,1,0,37080,0
PRV52553,No,5,5,60090,12018,25000,4,1,0,60090,0
PRV52073,No,28,28,345000,12321.43,56000,28,0,0,345000,0
PRV56808,Yes,47,47,431000,9170.21,54000,47,0,431000,0,100
PRV54905,No,7,7,41100,5871.43,17000,4,3,0,41100,0
PRV57704,No,3,3,25000,8333.33,14000,3,0,0,25000,0
PRV55226,No,8,5,1340,167.5,600,0,8,0,1340,0
PRV57166,Yes,31,24,238830,7704.19,27000,29,2,238830,0,100
PRV56501,Yes,9,7,94630,10514.44,35000,6,3,94630,0,100
PRV55755,No,13,11,130220,10016.92,57000,11,2,0,130220,0
PRV56159,No,1,1,60,60,60,0,1,0,60,0
PRV55160,No,10,10,120000,12000,42000,10,0,0,120000,0
PRV53247,No,7,7,59000,8428.57,20000,7,0,0,59000,0
PRV51355,No,16,13,134160,8385,25000,15,1,0,134160,0
PRV56307,No,1,1,50,50,50,0,1,0,50,0
PRV57227,No,22,20,186020,8455.45,34000,21,1,0,186020,0
PRV53946,No,1,1,40,40,40,0,1,0,40,0
PRV51435,No,6,6,28200,4700,10000,6,0,0,28200,0
PRV53239,No,21,17,198600,9457.14,34000,19,2,0,198600,0
PRV56458,No,7,6,40000,5714.29,10000,7,0,0,40000,0
PRV52520,No,2,1,120,60,100,0,2,0,120,0
PRV52683,No,3,1,90,30,40,0,3,0,90,0
PRV54887,No,3,2,2050,683.33,1800,0,3,0,2050,0
PRV54705,No,32,22,165200,5162.5,19000,20,12,0,165200,0
PRV57287,No,5,3,4740,948,3300,0,5,0,4740,0
PRV52700,No,2,1,400,200,200,0,2,0,400,0
